9312	528520364	XM_001337519	XM_001337519.3	7955
26717	545196059	XM_005603167	XM_005603167.1	9796
26717	544442279	XM_005559082	XM_005559082.1	9541
26717	544442277	XM_005559081	XM_005559081.1	9541
26717	530406450	XM_005254668	XM_005254668.1	9606
26717	530406448	XM_005254667	XM_005254667.1	9606
26717	530406446	XM_005254666	XM_005254666.1	9606
26717	478494157	XM_004421370	XM_004421370.1	73337
26717	470596409	XM_004310933	XM_004310933.1	9739
26717	466029934	XM_004274041	XM_004274041.1	9733
26717	426378508	XM_004065331	XM_004065331.1	9595
26717	403289322	XM_003935760	XM_003935760.1	39432
26717	402873860	XM_003900723	XM_003900723.1	9555
26717	397466510	XM_003804950	XM_003804950.1	9597
26717	390468778	XM_002753585	XM_002753585.2	9483
26717	332247373	XM_003272785	XM_003272785.1	61853
26717	301779677	XM_002925208	XM_002925208.1	9646
26717	297696222	XM_002825257	XM_002825257.1	9601
26717	194688139	NM_024713	NM_024713.2	9606
26717	168743994	CU693167	CU693167.1	32630
26717	158262056	NR_003954	NR_003954.1	9606
26717	158259502	AK293021	AK293021.1	9606
26717	117645889	AM393535	AM393535.1	32630
26717	114656155	XM_001165269	XM_001165269.1	9598
26717	45709624	BC067801	BC067801.1	9606
26717	11182157	AL138916	AL138916.14	9606
26717	10438985	AK026210	AK026210.1	9606
26717	83404924	BC111000	BC111000.1	9606
26717	21734278	AL833631	AL833631.1	9606
26717	20072804	BC026234	BC026234.1	9606
26717	12053310	AL136908	AL136908.1	9606
26717	586531364	XM_006920527	XM_006920527.1	9402
26717	562821399	XM_006140550	XM_006140550.1	246437
26717	562821397	XM_006140549	XM_006140549.1	246437
26717	562821395	XM_006140548	XM_006140548.1	246437
26717	560937287	XM_006194388	XM_006194388.1	419612
26717	507963473	XM_004687953	XM_004687953.1	143302
26717	426354834	XR_174965	XR_174965.1	9595
26717	548482244	XM_005685452	XM_005685452.1	9925
26717	426242225	XM_004014926	XM_004014926.1	9940
26717	426232919	XM_004010418	XM_004010418.1	9940
26717	24414566	AC079203	AC079203.9	9606
26717	594064110	XM_006056012	XM_006056012.1	89462
26717	594048754	XM_006048703	XM_006048703.1	89462
26717	532103190	XM_005337141	XM_005337141.1	43179
26717	513000026	XM_004861494	XM_004861494.1	10181
26717	512923044	XM_004904824	XM_004904824.1	10181
26717	504130958	XM_004578209	XM_004578209.1	9978
26717	556776549	XM_005983313	XM_005983313.1	59538
26717	556748770	XM_005969765	XM_005969765.1	59538
26717	556742002	XM_005966467	XM_005966467.1	59538
26717	555960888	XM_005892483	XM_005892483.1	72004
26717	312261279	NM_001199064	NM_001199064.1	9913
26717	332825176	XR_022405	XR_022405.2	9598
26717	584039266	XM_006778177	XM_006778177.1	225400
26717	558119418	XM_006087477	XM_006087477.1	59463
26717	554588926	XM_005885755	XM_005885755.1	109478
26717	291403308	XM_002718010	XM_002718010.1	9986
26717	291402369	XM_002717502	XM_002717502.1	9986
26717	558188389	XM_006102816	XM_006102816.1	59463
26717	514471856	XM_003475657	XM_003475657.2	10141
26717	298358204	NG_021880	NG_021880.1	9606
26717	16303417	AC091903	AC091903.2	9606
26717	302486876	NG_026267	NG_026267.1	9606
26717	29243373	AP005061	AP005061.3	9606
26717	22202836	AP005136	AP005136.2	9606
27646	83318690	CT009635	CT009635.18	10090
27646	57863218	AC154679	AC154679.2	10090
27646	133893139	NM_024254	NM_024254.3	10090
27646	15214556	BC012402	BC012402.1	10090
27646	13096839	BC003216	BC003216.1	10090
27646	74220288	AK152570	AK152570.1	10090
27646	74219818	AK168639	AK168639.1	10090
27646	74193289	AK151464	AK151464.1	10090
27646	74181338	AK150905	AK150905.1	10090
27646	26331753	AK036861	AK036861.1	10090
27646	12846253	AK010654	AK010654.1	10090
27646	51593582	BC080661	BC080661.1	10090
27646	564342251	XM_006234712	XM_006234712.1	10116
27646	172354613	NM_001109645	NM_001109645.2	10116
20192	83318690	CT009635	CT009635.18	10090
20192	57863218	AC154679	AC154679.2	10090
20192	133893139	NM_024254	NM_024254.3	10090
20192	15214556	BC012402	BC012402.1	10090
20192	13096839	BC003216	BC003216.1	10090
20192	74220288	AK152570	AK152570.1	10090
20192	74219818	AK168639	AK168639.1	10090
20192	74193289	AK151464	AK151464.1	10090
20192	74181338	AK150905	AK150905.1	10090
20192	26331753	AK036861	AK036861.1	10090
20192	12846253	AK010654	AK010654.1	10090
20192	51593582	BC080661	BC080661.1	10090
20192	564342251	XM_006234712	XM_006234712.1	10116
20192	172354613	NM_001109645	NM_001109645.2	10116
20192	298916388	FQ219931	FQ219931.1	10116
20192	532042915	XM_005364230	XM_005364230.1	79684
20192	524921123	XM_005064776	XM_005064776.1	10036
20192	23894529	AL683897	AL683897.5	10090
18993	83318690	CT009635	CT009635.18	10090
18993	57863218	AC154679	AC154679.2	10090
18993	133893139	NM_024254	NM_024254.3	10090
18993	15214556	BC012402	BC012402.1	10090
18993	13096839	BC003216	BC003216.1	10090
18993	74220288	AK152570	AK152570.1	10090
18993	74219818	AK168639	AK168639.1	10090
18993	74193289	AK151464	AK151464.1	10090
18993	74181338	AK150905	AK150905.1	10090
18993	26331753	AK036861	AK036861.1	10090
18993	12846253	AK010654	AK010654.1	10090
18993	51593582	BC080661	BC080661.1	10090
18993	564342251	XM_006234712	XM_006234712.1	10116
18993	532042915	XM_005364230	XM_005364230.1	79684
18993	172354613	NM_001109645	NM_001109645.2	10116
18993	23894529	AL683897	AL683897.5	10090
18993	524921123	XM_005064776	XM_005064776.1	10036
18993	354482903	XM_003503587	XM_003503587.1	10029
18993	298916388	FQ219931	FQ219931.1	10116
18993	403267690	XM_003925899	XM_003925899.1	39432
18993	578827399	XM_006720684	XM_006720684.1	9606
18993	544442279	XM_005559082	XM_005559082.1	9541
18993	544442277	XM_005559081	XM_005559081.1	9541
18993	530406450	XM_005254668	XM_005254668.1	9606
18993	530406448	XM_005254667	XM_005254667.1	9606
18993	530406446	XM_005254666	XM_005254666.1	9606
18993	507578150	XM_004672540	XM_004672540.1	51337
18993	472390260	XM_004414387	XM_004414387.1	9708
18993	426378508	XM_004065331	XM_004065331.1	9595
18993	402873860	XM_003900723	XM_003900723.1	9555
18993	397466510	XM_003804950	XM_003804950.1	9597
18993	332247373	XM_003272785	XM_003272785.1	61853
18993	297696222	XM_002825257	XM_002825257.1	9601
18993	194688139	NM_024713	NM_024713.2	9606
18993	168743994	CU693167	CU693167.1	32630
18993	158262056	NR_003954	NR_003954.1	9606
18993	158259502	AK293021	AK293021.1	9606
18993	117645889	AM393535	AM393535.1	32630
18993	114656155	XM_001165269	XM_001165269.1	9598
18993	45709624	BC067801	BC067801.1	9606
18993	11182157	AL138916	AL138916.14	9606
18993	10438985	AK026210	AK026210.1	9606
18993	83404924	BC111000	BC111000.1	9606
18993	21734278	AL833631	AL833631.1	9606
18993	20072804	BC026234	BC026234.1	9606
18993	12053310	AL136908	AL136908.1	9606
18993	594665554	XM_007180823	XM_007180823.1	310752
18993	593744851	XM_007127723	XM_007127723.1	9755
18993	593744849	XM_007127722	XM_007127722.1	9755
18993	591322933	XM_007087499	XM_007087499.1	74533
18993	586989365	XM_003987306	XM_003987306.2	9685
18993	545196059	XM_005603167	XM_005603167.1	9796
18993	478494157	XM_004421370	XM_004421370.1	73337
18993	470596409	XM_004310933	XM_004310933.1	9739
18993	466029934	XM_004274041	XM_004274041.1	9733
18993	426354834	XR_174965	XR_174965.1	9595
18993	403289322	XM_003935760	XM_003935760.1	39432
18993	390468778	XM_002753585	XM_002753585.2	9483
18993	301779677	XM_002925208	XM_002925208.1	9646
18993	24414566	AC079203	AC079203.9	9606
18993	586531364	XM_006920527	XM_006920527.1	9402
18993	562821399	XM_006140550	XM_006140550.1	246437
18993	562821397	XM_006140549	XM_006140549.1	246437
18993	562821395	XM_006140548	XM_006140548.1	246437
18993	560937287	XM_006194388	XM_006194388.1	419612
18993	507963473	XM_004687953	XM_004687953.1	143302
18993	504130958	XM_004578209	XM_004578209.1	9978
18993	548482244	XM_005685452	XM_005685452.1	9925
18993	426242225	XM_004014926	XM_004014926.1	9940
18993	426232919	XM_004010418	XM_004010418.1	9940
18993	332825176	XR_022405	XR_022405.2	9598
18993	594064110	XM_006056012	XM_006056012.1	89462
18993	594048754	XM_006048703	XM_006048703.1	89462
18993	532103190	XM_005337141	XM_005337141.1	43179
18993	513000026	XM_004861494	XM_004861494.1	10181
18993	512923044	XM_004904824	XM_004904824.1	10181
18993	556776549	XM_005983313	XM_005983313.1	59538
18993	556748770	XM_005969765	XM_005969765.1	59538
18993	556742002	XM_005966467	XM_005966467.1	59538
18993	555960888	XM_005892483	XM_005892483.1	72004
18993	312261279	NM_001199064	NM_001199064.1	9913
18993	584039266	XM_006778177	XM_006778177.1	225400
18993	558119418	XM_006087477	XM_006087477.1	59463
18993	554588926	XM_005885755	XM_005885755.1	109478
18993	291403308	XM_002718010	XM_002718010.1	9986
18993	291402369	XM_002717502	XM_002717502.1	9986
18993	558188389	XM_006102816	XM_006102816.1	59463
18993	298358204	NG_021880	NG_021880.1	9606
18993	16303417	AC091903	AC091903.2	9606
18993	514471856	XM_003475657	XM_003475657.2	10141
18993	302486876	NG_026267	NG_026267.1	9606
18993	29243373	AP005061	AP005061.3	9606
18993	22202836	AP005136	AP005136.2	9606
21458	568916276	XM_006499157	XM_006499157.1	10090
21458	157144280	BN001114	BN001114.1	10090
21458	77812696	NM_011652	NM_011652.3	10090
21458	29825881	AC125069	AC125069.4	10090
21458	24474488	AL928721	AL928721.5	10090
26476	295054246	NM_001122594	NM_001122594.2	10090
26476	22658293	BC030917	BC030917.1	10090
26476	28475491	AC122807	AC122807.3	10090
26476	14711813	BC006885	BC006885.1	10090
26476	74147191	AK146878	AK146878.1	10090
4395	568966294	XR_380336	XR_380336.1	10090
4395	568966292	XM_006513044	XM_006513044.1	10090
4395	568966290	XM_006513043	XM_006513043.1	10090
4395	568966288	XM_006513042	XM_006513042.1	10090
4395	568966286	XM_006513041	XM_006513041.1	10090
4395	568966284	XM_006513040	XM_006513040.1	10090
4395	568966282	XM_006513039	XM_006513039.1	10090
4395	568966281	XR_380335	XR_380335.1	10090
4395	568966279	XM_006513038	XM_006513038.1	10090
4395	568966277	XM_006513037	XM_006513037.1	10090
4395	568966275	XM_006513036	XM_006513036.1	10090
4395	568966273	XM_006513035	XM_006513035.1	10090
4395	354791471	JN955972	JN955972.1	10090
4395	354786957	JN951458	JN951458.1	10090
4395	334724460	NM_001242396	NM_001242396.1	10090
4395	226531204	NM_207221	NM_207221.2	10090
4395	78271936	AC155712	AC155712.8	10090
4395	32493309	BC054559	BC054559.1	10090
4395	26349540	AK082106	AK082106.1	10090
4395	50510908	AK173162	AK173162.1	10090
4395	46249944	BC068318	BC068318.1	10090
16096	532042915	XM_005364230	XM_005364230.1	79684
16096	504130958	XM_004578209	XM_004578209.1	9978
16096	133893139	NM_024254	NM_024254.3	10090
16096	15214556	BC012402	BC012402.1	10090
16096	13096839	BC003216	BC003216.1	10090
16096	74220288	AK152570	AK152570.1	10090
16096	74219818	AK168639	AK168639.1	10090
16096	74193289	AK151464	AK151464.1	10090
16096	74181338	AK150905	AK150905.1	10090
16096	26331753	AK036861	AK036861.1	10090
16096	12846253	AK010654	AK010654.1	10090
16096	83318690	CT009635	CT009635.18	10090
16096	57863218	AC154679	AC154679.2	10090
16096	51593582	BC080661	BC080661.1	10090
16096	478494157	XM_004421370	XM_004421370.1	73337
16096	544442279	XM_005559082	XM_005559082.1	9541
16096	544442277	XM_005559081	XM_005559081.1	9541
16096	507578150	XM_004672540	XM_004672540.1	51337
16096	472390260	XM_004414387	XM_004414387.1	9708
16096	426378508	XM_004065331	XM_004065331.1	9595
16096	402873860	XM_003900723	XM_003900723.1	9555
16096	397466510	XM_003804950	XM_003804950.1	9597
16096	390468778	XM_002753585	XM_002753585.2	9483
16096	354482903	XM_003503587	XM_003503587.1	10029
16096	332247373	XM_003272785	XM_003272785.1	61853
16096	194688139	NM_024713	NM_024713.2	9606
16096	168743994	CU693167	CU693167.1	32630
16096	158262056	NR_003954	NR_003954.1	9606
16096	158259502	AK293021	AK293021.1	9606
16096	114656155	XM_001165269	XM_001165269.1	9598
16096	45709624	BC067801	BC067801.1	9606
16096	11182157	AL138916	AL138916.14	9606
16096	10438985	AK026210	AK026210.1	9606
16096	83404924	BC111000	BC111000.1	9606
16096	21734278	AL833631	AL833631.1	9606
16096	20072804	BC026234	BC026234.1	9606
16096	12053310	AL136908	AL136908.1	9606
16096	117645889	AM393535	AM393535.1	32630
16096	594665554	XM_007180823	XM_007180823.1	310752
16096	594064110	XM_006056012	XM_006056012.1	89462
16096	594048754	XM_006048703	XM_006048703.1	89462
16096	593744851	XM_007127723	XM_007127723.1	9755
16096	593744849	XM_007127722	XM_007127722.1	9755
16096	586531364	XM_006920527	XM_006920527.1	9402
16096	584039266	XM_006778177	XM_006778177.1	225400
16096	558119418	XM_006087477	XM_006087477.1	59463
16096	556776549	XM_005983313	XM_005983313.1	59538
16096	556748770	XM_005969765	XM_005969765.1	59538
16096	556742002	XM_005966467	XM_005966467.1	59538
16096	555960888	XM_005892483	XM_005892483.1	72004
16096	554588926	XM_005885755	XM_005885755.1	109478
16096	548482244	XM_005685452	XM_005685452.1	9925
16096	545196059	XM_005603167	XM_005603167.1	9796
16096	532103190	XM_005337141	XM_005337141.1	43179
16096	507963473	XM_004687953	XM_004687953.1	143302
16096	505828571	XM_004609537	XM_004609537.1	42254
16096	470596409	XM_004310933	XM_004310933.1	9739
16096	466029934	XM_004274041	XM_004274041.1	9733
16096	426354834	XR_174965	XR_174965.1	9595
16096	426242225	XM_004014926	XM_004014926.1	9940
16096	426232919	XM_004010418	XM_004010418.1	9940
16096	312261279	NM_001199064	NM_001199064.1	9913
16096	291403308	XM_002718010	XM_002718010.1	9986
16096	291402369	XM_002717502	XM_002717502.1	9986
16096	589960284	XM_006992658	XM_006992658.1	230844
16096	589941206	XR_442910	XR_442910.1	230844
16096	564342251	XM_006234712	XM_006234712.1	10116
16096	524921123	XM_005064776	XM_005064776.1	10036
16096	395837620	XM_003791681	XM_003791681.1	30611
16096	332825176	XR_022405	XR_022405.2	9598
16096	301779677	XM_002925208	XM_002925208.1	9646
16096	298916388	FQ219931	FQ219931.1	10116
16096	298104086	NM_001190181	NM_001190181.1	9823
16096	297696222	XM_002825257	XM_002825257.1	9601
16096	172354613	NM_001109645	NM_001109645.2	10116
16096	115550703	AK235777	AK235777.1	9823
16096	560937287	XM_006194388	XM_006194388.1	419612
16096	513000026	XM_004861494	XM_004861494.1	10181
16096	512923044	XM_004904824	XM_004904824.1	10181
16096	507695521	XM_004643128	XM_004643128.1	10160
16096	511956624	XM_004796563	XM_004796563.1	9669
16096	511956622	XM_004796562	XM_004796562.1	9669
16096	511956620	XM_004796561	XM_004796561.1	9669
16096	511854269	XM_004751021	XM_004751021.1	9669
16096	511854266	XM_004751020	XM_004751020.1	9669
16096	403267690	XM_003925899	XM_003925899.1	39432
16096	562821399	XM_006140550	XM_006140550.1	246437
16096	562821397	XM_006140549	XM_006140549.1	246437
16096	562821395	XM_006140548	XM_006140548.1	246437
16096	558188389	XM_006102816	XM_006102816.1	59463
16096	488527166	XM_004455348	XM_004455348.1	9361
16096	591322933	XM_007087499	XM_007087499.1	74533
16096	586989365	XM_003987306	XM_003987306.2	9685
16096	514471856	XM_003475657	XM_003475657.2	10141
16096	471392657	XM_004380590	XM_004380590.1	127582
16096	298358204	NG_021880	NG_021880.1	9606
16096	16303417	AC091903	AC091903.2	9606
16096	541976543	XM_005441081	XM_005441081.1	345164
16096	529421844	XM_005230719	XM_005230719.1	8954
16096	326920648	XM_003206533	XM_003206533.1	9103
20258	133893139	NM_024254	NM_024254.3	10090
20258	15214556	BC012402	BC012402.1	10090
20258	13096839	BC003216	BC003216.1	10090
20258	74219818	AK168639	AK168639.1	10090
20258	74193289	AK151464	AK151464.1	10090
20258	74181338	AK150905	AK150905.1	10090
20258	26331753	AK036861	AK036861.1	10090
20258	12846253	AK010654	AK010654.1	10090
20258	83318690	CT009635	CT009635.18	10090
20258	57863218	AC154679	AC154679.2	10090
20258	51593582	BC080661	BC080661.1	10090
20258	74220288	AK152570	AK152570.1	10090
20258	564342251	XM_006234712	XM_006234712.1	10116
20258	172354613	NM_001109645	NM_001109645.2	10116
20258	354482903	XM_003503587	XM_003503587.1	10029
20258	589960284	XM_006992658	XM_006992658.1	230844
20258	532042915	XM_005364230	XM_005364230.1	79684
20258	524921123	XM_005064776	XM_005064776.1	10036
20258	23894529	AL683897	AL683897.5	10090
20258	23894529	AL683897	AL683897.5	10090
20264	83318690	CT009635	CT009635.18	10090
20264	57863218	AC154679	AC154679.2	10090
20264	133893139	NM_024254	NM_024254.3	10090
20264	15214556	BC012402	BC012402.1	10090
20264	13096839	BC003216	BC003216.1	10090
20264	74220288	AK152570	AK152570.1	10090
20264	74219818	AK168639	AK168639.1	10090
20264	74193289	AK151464	AK151464.1	10090
20264	74181338	AK150905	AK150905.1	10090
20264	26331753	AK036861	AK036861.1	10090
20264	12846253	AK010654	AK010654.1	10090
20264	51593582	BC080661	BC080661.1	10090
20264	564342251	XM_006234712	XM_006234712.1	10116
20264	172354613	NM_001109645	NM_001109645.2	10116
20264	532042915	XM_005364230	XM_005364230.1	79684
20264	524921123	XM_005064776	XM_005064776.1	10036
20264	23894529	AL683897	AL683897.5	10090
22902	83318690	CT009635	CT009635.18	10090
22902	57863218	AC154679	AC154679.2	10090
22902	133893139	NM_024254	NM_024254.3	10090
22902	15214556	BC012402	BC012402.1	10090
22902	13096839	BC003216	BC003216.1	10090
22902	74220288	AK152570	AK152570.1	10090
22902	74219818	AK168639	AK168639.1	10090
22902	74193289	AK151464	AK151464.1	10090
22902	74181338	AK150905	AK150905.1	10090
22902	26331753	AK036861	AK036861.1	10090
22902	12846253	AK010654	AK010654.1	10090
22902	51593582	BC080661	BC080661.1	10090
22902	532042915	XM_005364230	XM_005364230.1	79684
22902	23894529	AL683897	AL683897.5	10090
13057	83318690	CT009635	CT009635.18	10090
13057	57863218	AC154679	AC154679.2	10090
13057	133893139	NM_024254	NM_024254.3	10090
13057	15214556	BC012402	BC012402.1	10090
13057	13096839	BC003216	BC003216.1	10090
13057	74220288	AK152570	AK152570.1	10090
13057	74219818	AK168639	AK168639.1	10090
13057	74193289	AK151464	AK151464.1	10090
13057	74181338	AK150905	AK150905.1	10090
13057	26331753	AK036861	AK036861.1	10090
13057	12846253	AK010654	AK010654.1	10090
13057	51593582	BC080661	BC080661.1	10090
13057	564342251	XM_006234712	XM_006234712.1	10116
13057	172354613	NM_001109645	NM_001109645.2	10116
13057	298916388	FQ219931	FQ219931.1	10116
13057	532042915	XM_005364230	XM_005364230.1	79684
13057	354482903	XM_003503587	XM_003503587.1	10029
13057	23894529	AL683897	AL683897.5	10090
13057	524921123	XM_005064776	XM_005064776.1	10036
13057	403267690	XM_003925899	XM_003925899.1	39432
13057	544442279	XM_005559082	XM_005559082.1	9541
13057	544442277	XM_005559081	XM_005559081.1	9541
13057	507578150	XM_004672540	XM_004672540.1	51337
13057	472390260	XM_004414387	XM_004414387.1	9708
13057	402873860	XM_003900723	XM_003900723.1	9555
13057	594665554	XM_007180823	XM_007180823.1	310752
13057	593744851	XM_007127723	XM_007127723.1	9755
13057	593744849	XM_007127722	XM_007127722.1	9755
13057	591322933	XM_007087499	XM_007087499.1	74533
13057	586989365	XM_003987306	XM_003987306.2	9685
13057	578827399	XM_006720684	XM_006720684.1	9606
13057	530406450	XM_005254668	XM_005254668.1	9606
13057	530406448	XM_005254667	XM_005254667.1	9606
13057	530406446	XM_005254666	XM_005254666.1	9606
13057	478494157	XM_004421370	XM_004421370.1	73337
13057	470596409	XM_004310933	XM_004310933.1	9739
13057	466029934	XM_004274041	XM_004274041.1	9733
13057	426378508	XM_004065331	XM_004065331.1	9595
13057	397466510	XM_003804950	XM_003804950.1	9597
13057	390468778	XM_002753585	XM_002753585.2	9483
13057	332247373	XM_003272785	XM_003272785.1	61853
13057	297696222	XM_002825257	XM_002825257.1	9601
13057	194688139	NM_024713	NM_024713.2	9606
13057	168743994	CU693167	CU693167.1	32630
13057	158262056	NR_003954	NR_003954.1	9606
13057	158259502	AK293021	AK293021.1	9606
13057	117645889	AM393535	AM393535.1	32630
13057	114656155	XM_001165269	XM_001165269.1	9598
13057	45709624	BC067801	BC067801.1	9606
13057	11182157	AL138916	AL138916.14	9606
13057	10438985	AK026210	AK026210.1	9606
13057	83404924	BC111000	BC111000.1	9606
13057	21734278	AL833631	AL833631.1	9606
13057	20072804	BC026234	BC026234.1	9606
13057	12053310	AL136908	AL136908.1	9606
13057	545196059	XM_005603167	XM_005603167.1	9796
13057	301779677	XM_002925208	XM_002925208.1	9646
13057	586531364	XM_006920527	XM_006920527.1	9402
13057	562821399	XM_006140550	XM_006140550.1	246437
13057	562821397	XM_006140549	XM_006140549.1	246437
13057	562821395	XM_006140548	XM_006140548.1	246437
13057	532103190	XM_005337141	XM_005337141.1	43179
13057	507963473	XM_004687953	XM_004687953.1	143302
13057	426354834	XR_174965	XR_174965.1	9595
13057	560937287	XM_006194388	XM_006194388.1	419612
13057	548482244	XM_005685452	XM_005685452.1	9925
13057	426242225	XM_004014926	XM_004014926.1	9940
13057	426232919	XM_004010418	XM_004010418.1	9940
13057	513000026	XM_004861494	XM_004861494.1	10181
13057	512923044	XM_004904824	XM_004904824.1	10181
13057	24414566	AC079203	AC079203.9	9606
13057	594064110	XM_006056012	XM_006056012.1	89462
13057	594048754	XM_006048703	XM_006048703.1	89462
13057	504130958	XM_004578209	XM_004578209.1	9978
13057	556776549	XM_005983313	XM_005983313.1	59538
13057	556748770	XM_005969765	XM_005969765.1	59538
13057	556742002	XM_005966467	XM_005966467.1	59538
13057	555960888	XM_005892483	XM_005892483.1	72004
13057	332825176	XR_022405	XR_022405.2	9598
13057	312261279	NM_001199064	NM_001199064.1	9913
13057	584039266	XM_006778177	XM_006778177.1	225400
13057	558188389	XM_006102816	XM_006102816.1	59463
13057	558119418	XM_006087477	XM_006087477.1	59463
13057	554588926	XM_005885755	XM_005885755.1	109478
13057	291403308	XM_002718010	XM_002718010.1	9986
13057	291402369	XM_002717502	XM_002717502.1	9986
13057	514471856	XM_003475657	XM_003475657.2	10141
13057	302486876	NG_026267	NG_026267.1	9606
13057	29243373	AP005061	AP005061.3	9606
13057	22202836	AP005136	AP005136.2	9606
11042	83318690	CT009635	CT009635.18	10090
11042	57863218	AC154679	AC154679.2	10090
11042	133893139	NM_024254	NM_024254.3	10090
11042	15214556	BC012402	BC012402.1	10090
11042	13096839	BC003216	BC003216.1	10090
11042	74219818	AK168639	AK168639.1	10090
11042	74193289	AK151464	AK151464.1	10090
11042	74181338	AK150905	AK150905.1	10090
11042	26331753	AK036861	AK036861.1	10090
11042	12846253	AK010654	AK010654.1	10090
11042	51593582	BC080661	BC080661.1	10090
11042	74220288	AK152570	AK152570.1	10090
11042	564342251	XM_006234712	XM_006234712.1	10116
11042	172354613	NM_001109645	NM_001109645.2	10116
11042	298916388	FQ219931	FQ219931.1	10116
11042	23894529	AL683897	AL683897.5	10090
26315	83318690	CT009635	CT009635.18	10090
26315	57863218	AC154679	AC154679.2	10090
26315	532042915	XM_005364230	XM_005364230.1	79684
26315	133893139	NM_024254	NM_024254.3	10090
26315	15214556	BC012402	BC012402.1	10090
26315	13096839	BC003216	BC003216.1	10090
26315	74220288	AK152570	AK152570.1	10090
26315	74219818	AK168639	AK168639.1	10090
26315	74193289	AK151464	AK151464.1	10090
26315	74181338	AK150905	AK150905.1	10090
26315	26331753	AK036861	AK036861.1	10090
26315	12846253	AK010654	AK010654.1	10090
26315	51593582	BC080661	BC080661.1	10090
26315	544442279	XM_005559082	XM_005559082.1	9541
26315	544442277	XM_005559081	XM_005559081.1	9541
26315	504130958	XM_004578209	XM_004578209.1	9978
26315	426378508	XM_004065331	XM_004065331.1	9595
26315	426354834	XR_174965	XR_174965.1	9595
26315	402873860	XM_003900723	XM_003900723.1	9555
26315	397466510	XM_003804950	XM_003804950.1	9597
26315	390468778	XM_002753585	XM_002753585.2	9483
26315	332247373	XM_003272785	XM_003272785.1	61853
26315	194688139	NM_024713	NM_024713.2	9606
26315	168743994	CU693167	CU693167.1	32630
26315	158262056	NR_003954	NR_003954.1	9606
26315	158259502	AK293021	AK293021.1	9606
26315	117645889	AM393535	AM393535.1	32630
26315	114656155	XM_001165269	XM_001165269.1	9598
26315	45709624	BC067801	BC067801.1	9606
26315	11182157	AL138916	AL138916.14	9606
26315	10438985	AK026210	AK026210.1	9606
26315	83404924	BC111000	BC111000.1	9606
26315	21734278	AL833631	AL833631.1	9606
26315	20072804	BC026234	BC026234.1	9606
26315	12053310	AL136908	AL136908.1	9606
26315	507578150	XM_004672540	XM_004672540.1	51337
26315	478494157	XM_004421370	XM_004421370.1	73337
26315	586531364	XM_006920527	XM_006920527.1	9402
26315	545196059	XM_005603167	XM_005603167.1	9796
26315	507963473	XM_004687953	XM_004687953.1	143302
26315	505828571	XM_004609537	XM_004609537.1	42254
26315	395837620	XM_003791681	XM_003791681.1	30611
26315	532103190	XM_005337141	XM_005337141.1	43179
26315	513000026	XM_004861494	XM_004861494.1	10181
26315	512923044	XM_004904824	XM_004904824.1	10181
26315	291403308	XM_002718010	XM_002718010.1	9986
26315	291402369	XM_002717502	XM_002717502.1	9986
26315	584039266	XM_006778177	XM_006778177.1	225400
26315	558119418	XM_006087477	XM_006087477.1	59463
26315	554588926	XM_005885755	XM_005885755.1	109478
26315	344293947	XM_003418633	XM_003418633.1	9785
26315	586447383	XM_006831813	XM_006831813.1	185453
26315	533132406	XM_005381162	XM_005381162.1	34839
26315	533132404	XM_005381161	XM_005381161.1	34839
26315	533132402	XM_005381160	XM_005381160.1	34839
26315	533132400	XM_005381159	XM_005381159.1	34839
26315	514471856	XM_003475657	XM_003475657.2	10141
26315	488527166	XM_004455348	XM_004455348.1	9361
26315	558188389	XM_006102816	XM_006102816.1	59463
26315	507695521	XM_004643128	XM_004643128.1	10160
26315	564231826	XM_006260240	XM_006260240.1	8496
26315	564231824	XM_006260239	XM_006260239.1	8496
26315	564231822	XM_006260238	XM_006260238.1	8496
26315	557266297	XM_006018502	XM_006018502.1	38654
26315	557266295	XM_006018501	XM_006018501.1	38654
26315	557266293	XM_006018500	XM_006018500.1	38654
26315	557266291	XM_006018499	XM_006018499.1	38654
26315	471392657	XM_004380590	XM_004380590.1	127582
26315	54697215	AC145508	AC145508.3	9361
26315	24414566	AC079203	AC079203.9	9606
9538	133893139	NM_024254	NM_024254.3	10090
9538	15214556	BC012402	BC012402.1	10090
9538	13096839	BC003216	BC003216.1	10090
9538	74219818	AK168639	AK168639.1	10090
9538	74193289	AK151464	AK151464.1	10090
9538	74181338	AK150905	AK150905.1	10090
9538	26331753	AK036861	AK036861.1	10090
9538	12846253	AK010654	AK010654.1	10090
9538	83318690	CT009635	CT009635.18	10090
9538	57863218	AC154679	AC154679.2	10090
9538	51593582	BC080661	BC080661.1	10090
9538	74220288	AK152570	AK152570.1	10090
9538	564342251	XM_006234712	XM_006234712.1	10116
9538	172354613	NM_001109645	NM_001109645.2	10116
9538	354482903	XM_003503587	XM_003503587.1	10029
9538	589960284	XM_006992658	XM_006992658.1	230844
9538	532042915	XM_005364230	XM_005364230.1	79684
9538	524921123	XM_005064776	XM_005064776.1	10036
9538	507578150	XM_004672540	XM_004672540.1	51337
9538	23894529	AL683897	AL683897.5	10090
9538	23894529	AL683897	AL683897.5	10090
9538	533132406	XM_005381162	XM_005381162.1	34839
9538	533132404	XM_005381161	XM_005381161.1	34839
9538	533132402	XM_005381160	XM_005381160.1	34839
9538	533132400	XM_005381159	XM_005381159.1	34839
